Tempo,Canal 0,Canal 1
1702557222.0599024,0.0,0.0
1702557222.0709345,0.0,0.0
1702557222.0869193,0.0049,0.0
1702557222.0929368,0.0958,0.3109
1702557222.1079047,0.8856,1.0
1702557222.1139271,1.0,1.0
1702557222.1229215,1.0,1.0
1702557222.1279035,1.0,1.0
1702557222.1308951,1.0,1.0
1702557222.1389427,1.0,0.9765
1702557222.1449206,0.4917,0.1838
1702557222.1518986,0.0,0.0
1702557222.156904,0.0,0.0
1702557222.160921,0.0,0.0
1702557222.163893,0.0,0.0
1702557222.17281,0.0,0.0
1702557222.1778316,0.0,0.0
1702557222.1807969,0.0,0.0
1702557222.1876972,0.0,0.0
1702557222.1907144,0.0186,0.0694
1702557222.1957557,0.6667,1.0
1702557222.2026923,1.0,1.0
1702557222.220688,1.0,1.0
1702557222.2247066,1.0,1.0
1702557222.229711,1.0,1.0
1702557222.2397237,1.0,1.0
1702557222.246727,0.8113,0.5386
1702557222.2547278,0.1026,0.0
1702557222.259734,0.0,0.0
1702557222.263701,0.0,0.0
1702557222.2706954,0.0,0.0
1702557222.2777014,0.0,0.0
1702557222.285691,0.0,0.0
1702557222.2926977,0.0,0.0
1702557222.30469,0.0,0.0
1702557222.3079638,0.0,0.0
1702557222.3099627,0.2933,0.6559
1702557222.3119628,1.0,1.0
1702557222.3139648,1.0,1.0
1702557222.3259559,1.0,1.0
1702557222.3279634,1.0,1.0
1702557222.3299646,1.0,1.0
1702557222.3349557,0.9824,0.8397
1702557222.3399615,0.3021,0.0
1702557222.3419583,0.0,0.0
1702557222.3439496,0.0,0.0
1702557222.3459501,0.0,0.0
1702557222.3499622,0.0,0.0
1702557222.3539636,0.0,0.0
1702557222.3559659,0.0049,0.0
1702557222.3579643,0.0,0.0
1702557222.3599637,0.0,0.0
1702557222.3619635,0.086,0.2708
1702557222.3639667,0.8504,1.0
1702557222.3689575,1.0,1.0
1702557222.3729565,1.0,1.0
1702557222.374951,1.0,1.0
1702557222.3769517,1.0,1.0
1702557222.378951,1.0,0.9951
1702557222.3809514,0.5425,0.2268
1702557222.3849716,0.0,0.0
1702557222.3879576,0.0,0.0
1702557222.390953,0.0029,0.0
1702557222.392954,0.0,0.0
1702557222.394954,0.0,0.0
1702557222.3969543,0.0,0.0
1702557222.3999593,0.0,0.0
1702557222.402955,0.0,0.0
1702557222.4049523,0.0215,0.0508
1702557222.4079561,0.6237,0.9863
1702557222.4109507,1.0,1.0
1702557222.4139562,1.0,1.0
1702557222.4189546,1.0,1.0
1702557222.4209535,1.0,1.0
1702557222.4229538,1.0,1.0
1702557222.4259548,0.8387,0.5816
1702557222.433952,0.1144,0.0
1702557222.4379537,0.0,0.0
1702557222.4399552,0.0,0.0
1702557222.4419544,0.0,0.0
1702557222.4439545,0.0,0.0
1702557222.4459577,0.0,0.0
1702557222.45096,0.0,0.0
1702557222.4539626,0.0,0.0
1702557222.455965,0.0,0.0
1702557222.4579632,0.2444,0.5963
1702557222.4599636,1.0,1.0
1702557222.4629507,1.0,1.0
1702557222.4649575,1.0,1.0
1702557222.4689505,1.0,1.0
1702557222.4709582,1.0,1.0
1702557222.4729514,1.0,0.871
1702557222.474951,0.3216,0.0078
1702557222.4769647,0.0,0.0
1702557222.4789631,0.0,0.0
1702557222.4809642,0.0,0.0
1702557222.4839625,0.0,0.0
1702557222.4879534,0.0,0.0
1702557222.4899569,0.0,0.0
1702557222.4929566,0.0,0.0
1702557222.494951,0.0,0.0
1702557222.4969509,0.0665,0.2297
1702557222.499965,0.8143,1.0
1702557222.501963,1.0,1.0
1702557222.5039623,1.0,1.0
1702557222.505963,1.0,1.0
1702557222.5079541,1.0,1.0
1702557222.5099545,1.0,1.0
1702557222.511954,0.5797,0.2688
1702557222.5139544,0.0,0.0
1702557222.5179656,0.0,0.0
1702557222.5199635,0.0,0.0
1702557222.5219636,0.0,0.0
1702557222.5239549,0.0,0.0
1702557222.525954,0.0,0.0
1702557222.527954,0.0,0.0
1702557222.5299542,0.0,0.0
1702557222.5353715,0.0264,0.044
1702557222.5403728,0.5758,0.9609
1702557222.544382,1.0,1.0
1702557222.5463843,1.0,1.0
1702557222.549699,1.0,1.0
1702557222.5522265,1.0,1.0
1702557222.5542397,1.0,1.0
1702557222.5562403,0.8759,0.6246
1702557222.5582411,0.1476,0.0
1702557222.5602398,0.0,0.0
1702557222.56224,0.0,0.0
1702557222.5652447,0.0,0.0
1702557222.5676186,0.0,0.0
1702557222.5696177,0.0,0.0
1702557222.5716171,0.0,0.0
1702557222.5736172,0.0,0.0
1702557222.5756178,0.0,0.0
1702557222.5776174,0.217,0.5455
1702557222.5796173,1.0,1.0
1702557222.5825953,1.0,1.0
1702557222.5855925,1.0,1.0
1702557222.5875926,1.0,1.0
1702557222.5905926,1.0,1.0
1702557222.5925913,1.0,0.8983
1702557222.5945914,0.3568,0.044
1702557222.5965917,0.0,0.0
1702557222.5985923,0.0,0.0
1702557222.6022217,0.0,0.0
1702557222.6042204,0.0,0.0
1702557222.6062202,0.0,0.0
1702557222.6082199,0.0,0.0
1702557222.6102202,0.0,0.0
1702557222.6122198,0.0,0.0
1702557222.6142206,0.0547,0.1916
1702557222.6172206,0.7791,1.0
1702557222.6192198,1.0,1.0
1702557222.621219,1.0,1.0
1702557222.623219,1.0,1.0
1702557222.625219,1.0,1.0
1702557222.6272187,1.0,1.0
1702557222.6292188,0.6334,0.3167
1702557222.6312191,0.0,0.0
1702557222.634674,0.0,0.0
1702557222.6366735,0.0,0.0
1702557222.6386738,0.0,0.0
1702557222.6406734,0.0,0.0
1702557222.642674,0.0127,0.0
1702557222.6446733,0.0,0.0
1702557222.6466734,0.0,0.0
1702557222.6595113,0.0254,0.0362
1702557222.6738112,0.5132,0.9267
1702557222.6839294,1.0,1.0
1702557222.687948,1.0,1.0
1702557222.691948,1.0,1.0
1702557222.6959493,1.0,1.0
1702557222.7010493,1.0,1.0
1702557222.7050703,0.8954,0.6706
1702557222.7090712,0.175,0.0
1702557222.7130702,0.0,0.0
1702557222.7346063,0.0,0.0
1702557222.7386076,0.0,0.0
1702557222.7426078,0.0,0.0
1702557222.7466087,0.0,0.0
1702557222.7502947,0.0,0.0
1702557222.7542922,0.0,0.0
1702557222.7582934,0.0117,0.0
1702557222.7622924,0.173,0.4907
1702557222.783751,0.9951,1.0
1702557222.7881052,1.0,1.0
1702557222.7911236,1.0,1.0
1702557222.795123,1.0,1.0
1702557222.798122,1.0,1.0
1702557222.8028219,1.0,0.9218
1702557222.8078258,0.3578,0.0694
1702557222.8123283,0.0,0.0
1702557222.816618,0.0,0.0
1702557222.819615,0.0,0.0
1702557222.8237443,0.0,0.0
1702557222.8279524,0.0,0.0
1702557222.833297,0.0,0.0
1702557222.835718,0.0,0.0
1702557222.837728,0.001,0.0
1702557222.839735,0.0332,0.1486
1702557222.8417287,0.7527,1.0
1702557222.8437278,1.0,1.0
1702557222.8457282,1.0,1.0
1702557222.8477285,1.0,1.0
1702557222.8511977,1.0,1.0
1702557222.8531957,1.0,1.0
1702557222.8551948,0.6833,0.3842
1702557222.8571956,0.001,0.0
1702557222.8591957,0.0,0.0
1702557222.8611968,0.0,0.0
1702557222.8631961,0.0,0.0
1702557222.8662047,0.0,0.0
1702557222.8682141,0.0,0.0
1702557222.870213,0.0,0.0
1702557222.8722074,0.0108,0.0
1702557222.8752086,0.0,0.0176
1702557222.877208,0.4467,0.871
1702557222.8782074,1.0,1.0
1702557222.8802075,1.0,1.0
1702557222.8877428,1.0,1.0
1702557222.890741,1.0,1.0
1702557222.892741,1.0,1.0
1702557222.8947418,0.9218,0.7214
1702557222.8967407,0.217,0.0
1702557222.898741,0.0,0.0
1702557222.9017403,0.0,0.0
1702557222.9037342,0.0,0.0
1702557222.906735,0.0,0.0
1702557222.9087348,0.0,0.0
1702557222.9107354,0.0,0.0
1702557222.9127347,0.001,0.0
1702557222.9147394,0.0,0.0
1702557222.917426,0.1457,0.4282
1702557222.920451,0.9697,1.0
1702557222.9224505,1.0,1.0
1702557222.9244506,1.0,1.0
1702557222.9264505,1.0,1.0
1702557222.9284503,1.0,1.0
1702557222.9304507,1.0,0.9394
1702557222.933272,0.393,0.1144
1702557222.9360547,0.0,0.0
1702557222.9380536,0.0,0.0
1702557222.9400544,0.0,0.0
1702557222.942053,0.0,0.0
1702557222.944053,0.0,0.0
1702557222.9460533,0.0,0.0
1702557222.9480536,0.0,0.0
1702557222.951807,0.0039,0.0
1702557222.953803,0.0254,0.1241
1702557222.9558043,0.7263,1.0
1702557222.9578035,1.0,1.0
1702557222.9598033,1.0,1.0
1702557222.961806,1.0,1.0
1702557222.9638033,1.0,1.0
1702557222.967228,1.0,1.0
1702557222.9692302,0.7214,0.4223
1702557222.971229,0.0186,0.0
1702557222.9732294,0.0,0.0
1702557222.975229,0.0,0.0
1702557222.9772289,0.0,0.0
1702557222.979229,0.0,0.0
1702557222.9812305,0.0,0.0
1702557222.9889035,0.002,0.0
1702557222.9919286,0.0,0.0
1702557222.9949028,0.0,0.0147
1702557222.99793,0.3939,0.8016
1702557223.0019064,1.0,1.0
1702557223.0039053,1.0,1.0
1702557223.006915,1.0,1.0
1702557223.0109313,1.0,1.0
1702557223.017947,1.0,1.0
1702557223.0229042,0.9482,0.7566
1702557223.0259058,0.2336,0.0
1702557223.0299318,0.0,0.0
1702557223.0399566,0.0,0.0
1702557223.0439215,0.0,0.0
1702557223.04592,0.0,0.0
1702557223.0549724,0.0,0.0
1702557223.0589051,0.0117,0.0
1702557223.06191,0.0,0.0
1702557223.067925,0.0,0.0
1702557223.0739198,0.1251,0.3744
1702557223.0779164,0.9267,1.0
1702557223.08591,1.0,1.0
1702557223.0929537,1.0,1.0
1702557223.105929,1.0,1.0
1702557223.1109083,1.0,1.0
1702557223.1199062,1.0,0.9599
1702557223.1249166,0.4262,0.1261
1702557223.1299574,0.0,0.0
1702557223.1379032,0.0,0.0
1702557223.1429355,0.0,0.0
1702557223.146956,0.0,0.0
1702557223.1539166,0.0049,0.0
1702557223.1589365,0.0,0.0
1702557223.163907,0.0,0.0
1702557223.1709304,0.0,0.0
1702557223.175914,0.0235,0.1046
1702557223.1809196,0.7155,1.0
1702557223.186929,1.0,1.0
1702557223.1939263,1.0,1.0
1702557223.1989043,1.0,1.0
1702557223.2149026,1.0,1.0
1702557223.221904,1.0,1.0
1702557223.2249029,0.7674,0.4761
1702557223.2269032,0.042,0.0
1702557223.228903,0.0,0.0
1702557223.230905,0.0,0.0
1702557223.2339063,0.0,0.0
1702557223.2358997,0.0,0.0
1702557223.2389104,0.0,0.0
1702557223.240913,0.0,0.0
1702557223.2439132,0.0,0.0
1702557223.2459137,0.0,0.0078
1702557223.2479134,0.3636,0.7498
1702557223.2507865,1.0,1.0
1702557223.2527983,1.0,1.0
1702557223.2547984,1.0,1.0
1702557223.256798,1.0,1.0
1702557223.2587981,1.0,1.0
1702557223.2597978,0.9609,0.7859
1702557223.2617972,0.259,0.0
1702557223.2637973,0.0,0.0
1702557223.2673573,0.0,0.0
1702557223.2693686,0.0,0.0
1702557223.2713678,0.0,0.0
1702557223.2733815,0.0,0.0
1702557223.2753816,0.0,0.0
1702557223.2773821,0.0,0.0
1702557223.279382,0.0059,0.0
1702557223.2813818,0.1183,0.3324
1702557223.2842948,0.8974,1.0
1702557223.286319,1.0,1.0
1702557223.2883193,1.0,1.0
1702557223.2903204,1.0,1.0
1702557223.2923193,1.0,1.0
1702557223.2943194,1.0,0.9726
1702557223.2963192,0.4819,0.176
1702557223.2983198,0.0,0.0
1702557223.3019488,0.0,0.0
1702557223.3039498,0.0,0.0
1702557223.3059497,0.0,0.0
1702557223.30795,0.0,0.0
1702557223.3099494,0.0,0.0
1702557223.31195,0.0,0.0
1702557223.3139505,0.0088,0.0
1702557223.3219619,0.0078,0.0714
1702557223.323956,0.6637,1.0
1702557223.3269565,1.0,1.0
1702557223.328956,1.0,1.0
1702557223.3309553,1.0,1.0
1702557223.3341308,1.0,1.0
1702557223.3361578,1.0,1.0
1702557223.3381577,0.7957,0.5239
1702557223.3401582,0.0811,0.0
1702557223.3421574,0.0,0.0
1702557223.3441572,0.0,0.0
1702557223.3461573,0.0,0.0
1702557223.3481574,0.0,0.0
1702557223.3523958,0.0,0.0
1702557223.3543963,0.0049,0.0
1702557223.356394,0.0039,0.0
1702557223.3587694,0.0127,0.0
1702557223.3607707,0.304,0.6823
1702557223.3627708,1.0,1.0
1702557223.3655462,1.0,1.0
1702557223.3686273,1.0,1.0
1702557223.3706264,1.0,1.0
1702557223.3726268,1.0,1.0
1702557223.3746262,0.9804,0.828
1702557223.376626,0.2737,0.0
1702557223.3786259,0.0,0.0
1702557223.3816028,0.0,0.0
1702557223.3842132,0.0,0.0
1702557223.3862529,0.0117,0.0
1702557223.3882532,0.0,0.0
1702557223.390253,0.0,0.0
1702557223.3922534,0.0,0.0
1702557223.394253,0.0,0.0
1702557223.3962536,0.0978,0.2796
1702557223.3982542,0.8563,1.0
1702557223.4010835,1.0,1.0
1702557223.4030988,1.0,1.0
1702557223.4060986,1.0,1.0
1702557223.408098,1.0,1.0
1702557223.4100988,1.0,0.9853
1702557223.4120986,0.5142,0.2004
1702557223.4140995,0.0,0.0
1702557223.4186375,0.0,0.0
1702557223.4236388,0.0,0.0
1702557223.4256623,0.0,0.0
1702557223.4286628,0.0,0.0
1702557223.430663,0.0,0.0
1702557223.4336214,0.0,0.0
1702557223.4363139,0.0,0.0
1702557223.4383123,0.0166,0.0508
1702557223.4403124,0.6325,1.0
1702557223.4423127,1.0,1.0
1702557223.4443135,1.0,1.0
1702557223.4463124,1.0,1.0
1702557223.4483125,1.0,1.0
1702557223.4514618,1.0,1.0
1702557223.453953,0.825,0.5689
1702557223.4559517,0.1251,0.0
1702557223.4579515,0.0,0.0
1702557223.459952,0.0,0.0
1702557223.4619515,0.0,0.0
1702557223.463952,0.0,0.0
1702557223.466621,0.0,0.0
1702557223.469886,0.0,0.0
1702557223.4718862,0.0,0.0
1702557223.4748874,0.0127,0.0
1702557223.476886,0.2542,0.6149
1702557223.479891,1.0,1.0
1702557223.4818842,1.0,1.0
1702557223.4856524,1.0,1.0
1702557223.4876506,1.0,1.0
1702557223.4896512,1.0,1.0
1702557223.4916513,0.9892,0.8602
1702557223.493651,0.3157,0.0127
1702557223.4956512,0.0,0.0
1702557223.497651,0.0,0.0
1702557223.5016358,0.0,0.0
1702557223.5036342,0.0,0.0
1702557223.5056345,0.0,0.0
1702557223.507636,0.0,0.0
1702557223.5106356,0.0049,0.0
1702557223.5126345,0.0,0.0
1702557223.5146358,0.0684,0.2473
1702557223.5176294,0.8446,1.0
1702557223.5196512,1.0,1.0
1702557223.5216498,1.0,1.0
1702557223.5236497,1.0,1.0
1702557223.5256503,1.0,1.0
1702557223.5276496,1.0,0.999
1702557223.5296507,0.5718,0.2581
1702557223.5356343,0.0,0.0
1702557223.5396507,0.0,0.0
1702557223.54165,0.0,0.0
1702557223.5446506,0.0,0.0
1702557223.5466506,0.0,0.0
1702557223.548626,0.0,0.0
1702557223.5524569,0.0088,0.0
1702557223.5544562,0.0,0.0
1702557223.556456,0.0127,0.0459
1702557223.5584564,0.5748,0.9853
1702557223.5604568,1.0,1.0
1702557223.5624566,1.0,1.0
1702557223.5654573,1.0,1.0
1702557223.5677173,1.0,1.0
1702557223.5707567,1.0,1.0
1702557223.5727575,0.8592,0.6119
1702557223.5747576,0.1427,0.0
1702557223.5767586,0.0,0.0
1702557223.5787566,0.0,0.0
1702557223.5807564,0.0,0.0
1702557223.5827575,0.0,0.0
1702557223.58534,0.0,0.0
1702557223.5883398,0.0,0.0
1702557223.5903397,0.0,0.0
1702557223.5923398,0.0068,0.0
1702557223.59434,0.2229,0.564
1702557223.5963392,1.0,1.0
1702557223.5993571,1.0,1.0
1702557223.6033418,1.0,1.0
1702557223.6053357,1.0,1.0
1702557223.607338,1.0,1.0
1702557223.6103287,1.0,0.8856
1702557223.613341,0.3382,0.0352
1702557223.6168356,0.0,0.0
1702557223.6208375,0.0,0.0
1702557223.6238382,0.0,0.0
1702557223.626838,0.0,0.0
1702557223.6288376,0.0,0.0
1702557223.6318383,0.0,0.0
1702557223.634484,0.0,0.0
1702557223.6384854,0.0,0.0
1702557223.640588,0.0547,0.2014
1702557223.6530547,0.783,1.0
1702557223.655072,1.0,1.0
1702557223.658073,1.0,1.0
1702557223.66007,1.0,1.0
1702557223.66207,1.0,1.0
1702557223.66407,1.0,1.0
1702557223.6660702,0.6188,0.303
1702557223.669275,0.0,0.0
1702557223.6712675,0.0,0.0
1702557223.6732676,0.0,0.0
1702557223.6752677,0.0,0.0
1702557223.6772678,0.0,0.0
1702557223.6792712,0.0,0.0
1702557223.6812677,0.0,0.0
1702557223.6843915,0.0059,0.0
1702557223.6874037,0.0147,0.0391
1702557223.6894028,0.5288,0.9384
1702557223.691403,1.0,1.0
1702557223.6934032,1.0,1.0
1702557223.6954033,1.0,1.0
1702557223.6974037,1.0,1.0
1702557223.7003968,1.0,1.0
1702557223.7025206,0.8886,0.6579
1702557223.7045205,0.1769,0.0
1702557223.7065198,0.0,0.0
1702557223.7085197,0.0,0.0
1702557223.7105198,0.0,0.0
1702557223.7125196,0.0,0.0
1702557223.7155213,0.0,0.0
1702557223.717873,0.0,0.0
1702557223.719874,0.0,0.0
1702557223.7218735,0.0,0.0
1702557223.7238731,0.1896,0.5171
1702557223.725873,1.0,1.0
1702557223.7278736,1.0,1.0
1702557223.730873,1.0,1.0
1702557223.732873,1.0,1.0
1702557223.7356775,1.0,1.0
1702557223.7376707,1.0,0.912
1702557223.7396772,0.3627,0.0635
1702557223.7416713,0.0,0.0
1702557223.7436705,0.0,0.0
1702557223.7466712,0.0,0.0
1702557223.7486715,0.0,0.0
1702557223.756541,0.0,0.0
1702557223.7585368,0.0,0.0
1702557223.7615376,0.0068,0.0
1702557223.7635374,0.0,0.0
1702557223.7655392,0.0499,0.174
1702557223.7691522,0.7537,1.0
1702557223.7711651,1.0,1.0
1702557223.7731667,1.0,1.0
1702557223.7751667,1.0,1.0
1702557223.7771661,1.0,1.0
1702557223.7791662,1.0,1.0
1702557223.7811668,0.6696,0.3548
1702557223.7847722,0.0108,0.0
1702557223.786782,0.0,0.0
1702557223.7887826,0.0,0.0
1702557223.790783,0.0,0.0
1702557223.7927818,0.0,0.0
1702557223.7957823,0.0,0.0
1702557223.7967823,0.0039,0.0
1702557223.8003511,0.0049,0.0
1702557223.8025398,0.0078,0.0274
1702557223.805535,0.4663,0.8935
1702557223.8075347,1.0,1.0
1702557223.8095353,1.0,1.0
1702557223.811535,1.0,1.0
1702557223.8135347,1.0,1.0
1702557223.815538,1.0,1.0
1702557223.8185356,0.9091,0.7009
1702557223.8215363,0.2043,0.0
1702557223.8235343,0.0,0.0
1702557223.8255346,0.0,0.0
1702557223.8275344,0.0,0.0
1702557223.829534,0.0,0.0
1702557223.8315358,0.0,0.0
1702557223.8346486,0.0,0.0
1702557223.8367498,0.0,0.0
1702557223.838749,0.0117,0.0
1702557223.8407507,0.1544,0.4526
1702557223.8427489,0.9677,1.0
1702557223.8447506,1.0,1.0
1702557223.8467486,1.0,1.0
1702557223.8497508,1.0,1.0
1702557223.852672,1.0,1.0
1702557223.8546731,1.0,0.9335
1702557223.856671,0.3734,0.0938
1702557223.8586712,0.0,0.0
1702557223.8606715,0.002,0.0
1702557223.8626714,0.0,0.0
1702557223.864672,0.0,0.0
1702557223.8740313,0.0,0.0
1702557223.8766992,0.0,0.0
1702557223.8786998,0.0,0.0
1702557223.8806987,0.0,0.0
1702557223.884567,0.0459,0.1388
1702557223.88748,0.7322,1.0
1702557223.8894804,1.0,1.0
1702557223.8914795,1.0,1.0
1702557223.8934796,1.0,1.0
1702557223.8954787,1.0,1.0
1702557223.8974795,1.0,1.0
1702557223.8994806,0.6999,0.4018
1702557223.9024596,0.0352,0.0
1702557223.9054573,0.0,0.0
1702557223.9064577,0.0,0.0
1702557223.908458,0.0,0.0
1702557223.9114573,0.0,0.0
1702557223.9134572,0.0,0.0
1702557223.9154587,0.0,0.0
1702557223.9183054,0.0,0.0
1702557223.9203165,0.0,0.0176
1702557223.9223168,0.4203,0.827
1702557223.924316,1.0,1.0
1702557223.927317,1.0,1.0
1702557223.929318,1.0,1.0
1702557223.931318,1.0,1.0
1702557223.9333224,1.0,1.0
1702557223.9361486,0.9355,0.738
1702557223.9391496,0.2199,0.0
1702557223.941149,0.0,0.0
1702557223.9431484,0.0,0.0
1702557223.9451485,0.0,0.0
1702557223.9471488,0.0078,0.0
1702557223.949149,0.0,0.0
1702557223.951573,0.0,0.0
1702557223.954584,0.0,0.0
1702557223.956583,0.0,0.0
1702557223.958583,0.1339,0.3998
1702557223.9605837,0.9306,1.0
1702557223.9625833,1.0,1.0
1702557223.9645836,1.0,1.0
1702557223.9724073,1.0,1.0
1702557223.9754038,1.0,1.0
1702557223.977404,1.0,0.9521
1702557223.979404,0.4115,0.1222
1702557223.981404,0.0,0.0
1702557223.9850779,0.0,0.0
1702557223.9881048,0.0,0.0
1702557223.9901018,0.0,0.0
1702557223.9921064,0.0,0.0
1702557223.9941022,0.0,0.0
1702557223.9961028,0.0,0.0
1702557223.9981015,0.0,0.0
1702557224.001646,0.0342,0.1085
1702557224.003662,0.7048,1.0
1702557224.0056608,1.0,1.0
1702557224.0076609,1.0,1.0
1702557224.0096607,1.0,1.0
1702557224.0116606,1.0,1.0
1702557224.0136604,1.0,1.0
1702557224.0156605,0.74,0.4536
1702557224.0193713,0.0293,0.0
1702557224.021373,0.0,0.0
1702557224.0233705,0.0,0.0
1702557224.0253701,0.0,0.0
1702557224.027371,0.0,0.0
1702557224.0293705,0.0,0.0
1702557224.0313704,0.001,0.0
1702557224.0348098,0.0,0.0
1702557224.0368237,0.0068,0.0078
1702557224.0388236,0.3724,0.7664
1702557224.0408251,1.0,1.0
1702557224.042825,1.0,1.0
1702557224.0448246,1.0,1.0
1702557224.0468247,1.0,1.0
1702557224.0498273,1.0,1.0
1702557224.0527961,0.9589,0.782
1702557224.0547917,0.26,0.0
1702557224.0567923,0.0,0.0
1702557224.0587914,0.0,0.0
1702557224.0607915,0.0,0.0
1702557224.062791,0.0,0.0
1702557224.065791,0.0108,0.0
1702557224.0693333,0.0,0.0
1702557224.0713408,0.0,0.0
1702557224.074341,0.0108,0.0
1702557224.0763402,0.1114,0.3548
1702557224.07834,0.9032,1.0
1702557224.0803397,1.0,1.0
1702557224.0823402,1.0,1.0
1702557224.0922327,1.0,1.0
1702557224.095228,1.0,1.0
1702557224.0972288,1.0,0.9707
1702557224.100231,0.4536,0.1603
1702557224.1037884,0.0,0.0
1702557224.1057892,0.0,0.0
1702557224.1077888,0.0,0.0
1702557224.1097887,0.0,0.0
1702557224.11179,0.001,0.0
1702557224.1137888,0.0,0.0
1702557224.1157885,0.0,0.0
1702557224.1187866,0.0,0.0
1702557224.1217856,0.0323,0.0802
1702557224.1237857,0.6872,1.0
1702557224.1257856,1.0,1.0
1702557224.1277857,1.0,1.0
1702557224.1297853,1.0,1.0
1702557224.1317852,1.0,1.0
1702557224.1349163,1.0,1.0
1702557224.1369271,0.7801,0.5054
1702557224.1389322,0.086,0.0
1702557224.1409304,0.0,0.0
1702557224.1429284,0.0,0.0
1702557224.1449265,0.0,0.0
1702557224.1469283,0.0,0.0
1702557224.149927,0.001,0.0
1702557224.1530943,0.0,0.0
1702557224.1550937,0.0,0.0
1702557224.1570926,0.0,0.0
1702557224.1590924,0.3148,0.7116
1702557224.1610932,1.0,1.0
1702557224.1630912,1.0,1.0
1702557224.1660924,1.0,1.0
1702557224.1684773,1.0,1.0
1702557224.171488,1.0,1.0
1702557224.173488,0.9804,0.8133
1702557224.1754885,0.2727,0.0
1702557224.177488,0.0,0.0
1702557224.179488,0.0,0.0
1702557224.1814873,0.0,0.0
1702557224.1869428,0.0,0.0
1702557224.1919465,0.0,0.0
1702557224.1939468,0.0,0.0
1702557224.195947,0.0049,0.0
1702557224.1979475,0.0098,0.0
1702557224.2007506,0.0899,0.3001
1702557224.203059,0.8719,1.0
1702557224.2060575,1.0,1.0
1702557224.2080572,1.0,1.0
1702557224.2100594,1.0,1.0
1702557224.212057,1.0,1.0
1702557224.2140596,1.0,0.9814
1702557224.216059,0.5034,0.1965
1702557224.21958,0.0,0.0
1702557224.2215757,0.0,0.0
1702557224.223573,0.0,0.0
1702557224.2255757,0.0,0.0
1702557224.227573,0.0,0.0
1702557224.2305741,0.0,0.0
1702557224.2325764,0.0,0.0
1702557224.235376,0.0,0.0
1702557224.2373905,0.0274,0.0635
1702557224.2403898,0.6569,1.0
1702557224.242393,1.0,1.0
1702557224.2443917,1.0,1.0
1702557224.2463903,1.0,1.0
1702557224.24839,1.0,1.0
1702557224.2507002,1.0,1.0
1702557224.2526474,0.8201,0.5562
1702557224.255646,0.1065,0.0
1702557224.2576454,0.0,0.0
1702557224.2596455,0.0,0.0
1702557224.2616448,0.0,0.0
1702557224.2636454,0.0,0.0
1702557224.2656453,0.001,0.0
1702557224.268652,0.0,0.0
1702557224.2716768,0.0,0.0
1702557224.2736764,0.002,0.0
1702557224.2756765,0.2805,0.6432
1702557224.2776763,1.0,1.0
1702557224.2796772,1.0,1.0
1702557224.2816765,1.0,1.0
1702557224.2845588,1.0,1.0
1702557224.2869844,1.0,1.0
1702557224.2889845,0.9912,0.8485
1702557224.2909846,0.2981,0.0
1702557224.2929733,0.0,0.0
1702557224.2949853,0.0,0.0
1702557224.2969837,0.0,0.0
1702557224.3049858,0.0,0.0
1702557224.3080094,0.002,0.0
1702557224.3100097,0.0,0.0
1702557224.3120086,0.0029,0.0
1702557224.3150108,0.0,0.0
1702557224.3170102,0.0762,0.2522
1702557224.3210928,0.8456,1.0
1702557224.3230917,1.0,1.0
1702557224.3250904,1.0,1.0
1702557224.3270915,1.0,1.0
1702557224.3290906,1.0,1.0
1702557224.3310912,1.0,0.9912
1702557224.334067,0.5533,0.2346
1702557224.3368323,0.0,0.0
1702557224.338833,0.0,0.0
1702557224.340832,0.0,0.0
1702557224.342833,0.0,0.0
1702557224.3448327,0.0,0.0
1702557224.346834,0.0029,0.0
1702557224.3488326,0.0,0.0
1702557224.3521051,0.0,0.0
1702557224.3551316,0.0068,0.0479
1702557224.3571317,0.608,0.9902
1702557224.3591325,1.0,1.0
1702557224.3611324,1.0,1.0
1702557224.363132,1.0,1.0
1702557224.3651328,1.0,1.0
1702557224.3679826,1.0,1.0
1702557224.3706448,0.8495,0.6022
1702557224.3726444,0.1486,0.0
1702557224.3746443,0.0,0.0
1702557224.3766441,0.0,0.0
1702557224.3786442,0.0,0.0
1702557224.3806446,0.0,0.0
1702557224.3826442,0.0,0.0
1702557224.387233,0.0,0.0
1702557224.3903587,0.0088,0.0
1702557224.393073,0.002,0.0
1702557224.394694,0.2307,0.5797
1702557224.3966463,1.0,1.0
1702557224.3991983,1.0,1.0
1702557224.4082255,1.0,1.0
1702557224.4112506,1.0,1.0
1702557224.4132516,1.0,1.0
1702557224.4152513,1.0,0.8807
1702557224.4193947,0.3402,0.0303
1702557224.4224114,0.0,0.0
1702557224.42441,0.0,0.0
1702557224.4264095,0.0,0.0
1702557224.4284108,0.0,0.0
1702557224.430411,0.0059,0.0
1702557224.4324117,0.0,0.0
1702557224.4355526,0.0,0.0
1702557224.4375684,0.0,0.0
1702557224.4395688,0.0557,0.2102
1702557224.4415677,0.8104,1.0
1702557224.443567,1.0,1.0
1702557224.4455671,1.0,1.0
1702557224.447567,1.0,1.0
1702557224.4495673,1.0,1.0
1702557224.453294,1.0,1.0
1702557224.4553201,0.609,0.2933
1702557224.4573195,0.0,0.0
1702557224.4593194,0.0,0.0
1702557224.4613192,0.0,0.0
1702557224.4633188,0.0,0.0
